Division_Subdivision,Sport,Title/Position,Gender_Race/Ethnicity,2012,2013,2014,2015,2016,2017,2018,2019
Division III,"Men's Track, Outdoor",Head Coach,Male-Other,9,7,9,5,6,4,6,6
Division III,"Men's Track, Outdoor",Head Coach,Male-White,221,223,220,225,231,233,232,243
Division III,"Men's Track, Outdoor",Student-Athlete,Female-Black,0,1,0,0,4,2,4,1
Division III,"Men's Track, Outdoor",Student-Athlete,Female-Other,2,2,0,0,5,5,0,3
Division III,"Men's Track, Outdoor",Student-Athlete,Female-White,19,15,3,5,23,52,31,20
Division III,"Men's Track, Outdoor",Student-Athlete,Male-Black,1248,1311,1333,1439,1389,1510,1616,1592
Division III,"Men's Track, Outdoor",Student-Athlete,Male-Other,1050,1316,1310,1383,1452,1552,1543,1558
Division III,"Men's Track, Outdoor",Student-Athlete,Male-White,7044,7165,7104,6956,7074,6921,6932,6871
Division III,Men's Volleyball,Assistant Coach,Female-Black,1,0,1,1,1,1,2,4
Division III,Men's Volleyball,Assistant Coach,Female-Other,2,4,4,3,1,3,2,6
Division III,Men's Volleyball,Assistant Coach,Female-White,11,16,19,12,17,16,23,25
Division III,Men's Volleyball,Assistant Coach,Male-Black,4,7,9,6,6,5,4,8
Division III,Men's Volleyball,Assistant Coach,Male-Other,7,11,18,20,22,16,16,19
Division III,Men's Volleyball,Assistant Coach,Male-White,50,52,52,61,66,94,87,106
Division III,Men's Volleyball,Head Coach,Female-Black,0,0,1,1,1,0,0,2
Division III,Men's Volleyball,Head Coach,Female-Other,0,0,0,0,1,1,5,2
Division III,Men's Volleyball,Head Coach,Female-White,5,7,3,6,4,7,8,11
Division III,Men's Volleyball,Head Coach,Male-Black,4,7,6,7,7,4,3,5
Division III,Men's Volleyball,Head Coach,Male-Other,9,7,8,7,9,7,7,8
Division III,Men's Volleyball,Head Coach,Male-White,42,44,47,46,55,62,66,75
Division III,Men's Volleyball,Student-Athlete,Female-Other,1,0,0,0,0,0,0,0
Division III,Men's Volleyball,Student-Athlete,Female-White,0,0,0,0,4,0,0,0
Division III,Men's Volleyball,Student-Athlete,Male-Black,71,83,92,87,86,105,111,110
Division III,Men's Volleyball,Student-Athlete,Male-Other,174,183,184,196,199,265,329,334
Division III,Men's Volleyball,Student-Athlete,Male-White,541,589,628,674,736,776,891,1024
Division III,Men's Water Polo,Assistant Coach,Female-Other,0,2,1,1,1,3,2,0
Division III,Men's Water Polo,Assistant Coach,Female-White,0,3,1,4,3,2,3,7
Division III,Men's Water Polo,Assistant Coach,Male-Black,1,0,0,0,0,0,0,0
Division III,Men's Water Polo,Assistant Coach,Male-Other,2,0,2,4,5,5,4,3
Division III,Men's Water Polo,Assistant Coach,Male-White,15,13,15,9,13,11,14,18
Division III,Men's Water Polo,Head Coach,Female-White,0,0,0,0,0,1,0,0
Division III,Men's Water Polo,Head Coach,Male-Other,2,3,2,3,3,1,1,1
Division III,Men's Water Polo,Head Coach,Male-White,12,11,13,12,12,13,14,15
Division III,Men's Water Polo,Student-Athlete,Male-Black,3,3,5,3,2,1,1,0
Division III,Men's Water Polo,Student-Athlete,Male-Other,59,47,74,86,84,76,83,89
Division III,Men's Water Polo,Student-Athlete,Male-White,227,235,243,235,207,205,179,202
Division III,Men's Wrestling,Assistant Coach,Female-Black,0,0,0,0,0,1,2,1
Division III,Men's Wrestling,Assistant Coach,Female-Other,0,0,0,0,0,0,1,1
Division III,Men's Wrestling,Assistant Coach,Female-White,3,3,1,1,12,1,4,7
Division III,Men's Wrestling,Assistant Coach,Male-Black,13,12,7,11,9,12,18,19
Division III,Men's Wrestling,Assistant Coach,Male-Other,11,18,12,10,12,24,22,21
Division III,Men's Wrestling,Assistant Coach,Male-White,213,207,227,240,249,249,249,262
Division III,Men's Wrestling,Head Coach,Male-Black,0,0,1,1,2,4,4,5
Division III,Men's Wrestling,Head Coach,Male-Other,3,2,2,2,2,3,4,5
Division III,Men's Wrestling,Head Coach,Male-White,87,88,88,89,90,95,96,100
Division III,Men's Wrestling,Student-Athlete,Female-Black,0,0,0,0,0,0,0,2
Division III,Men's Wrestling,Student-Athlete,Female-Other,1,0,0,0,0,0,1,3
Division III,Men's Wrestling,Student-Athlete,Female-White,2,4,3,0,0,3,2,2
Division III,Men's Wrestling,Student-Athlete,Male-Black,126,134,147,175,185,180,205,213
Division III,Men's Wrestling,Student-Athlete,Male-Other,301,362,393,400,426,455,481,511
Division III,Men's Wrestling,Student-Athlete,Male-White,2019,2052,2019,2015,1990,2106,2206,2232
Division III,Women's Basketball,Assistant Coach,Female-Black,76,88,82,92,90,105,117,120
Division III,Women's Basketball,Assistant Coach,Female-Other,19,24,26,21,25,31,34,24
Division III,Women's Basketball,Assistant Coach,Female-White,447,472,470,458,468,463,470,445
Division III,Women's Basketball,Assistant Coach,Male-Black,61,58,59,53,48,54,52,71
Division III,Women's Basketball,Assistant Coach,Male-Other,6,9,11,12,12,11,14,12
Division III,Women's Basketball,Assistant Coach,Male-White,277,264,259,273,268,260,247,235
Division III,Women's Basketball,Head Coach,Female-Black,12,15,20,18,15,18,24,23
Division III,Women's Basketball,Head Coach,Female-Other,6,9,7,8,7,9,7,9
Division III,Women's Basketball,Head Coach,Female-White,232,231,235,240,239,239,236,235
Division III,Women's Basketball,Head Coach,Male-Black,16,16,17,15,21,19,21,14
Division III,Women's Basketball,Head Coach,Male-Other,1,0,3,4,3,2,2,1
Division III,Women's Basketball,Head Coach,Male-White,162,162,153,148,147,148,151,155
Division III,Women's Basketball,Student-Athlete,Female-Black,1063,1025,1063,1093,1173,1153,1164,1148
Division III,Women's Basketball,Student-Athlete,Female-Other,620,681,733,799,791,864,893,969
Division III,Women's Basketball,Student-Athlete,Female-White,4774,4706,4695,4619,4579,4543,4597,4502
Division III,Women's Basketball,Student-Athlete,Male-Black,1,0,0,0,0,0,1,1
Division III,Women's Basketball,Student-Athlete,Male-Other,4,0,0,2,0,1,2,10
Division III,Women's Basketball,Student-Athlete,Male-White,3,11,0,5,11,6,5,11
Division III,Women's Bowling,Assistant Coach,Female-Other,0,0,0,0,0,0,0,1
Division III,Women's Bowling,Assistant Coach,Female-White,0,1,0,3,3,4,2,4
Division III,Women's Bowling,Assistant Coach,Male-Black,0,0,1,0,0,0,1,0
Division III,Women's Bowling,Assistant Coach,Male-White,2,2,3,2,3,2,6,6
Division III,Women's Bowling,Head Coach,Female-Other,0,0,0,0,0,0,0,1
Division III,Women's Bowling,Head Coach,Female-White,3,4,4,5,7,7,7,4
Division III,Women's Bowling,Head Coach,Male-Black,0,0,0,1,1,1,2,1
Division III,Women's Bowling,Head Coach,Male-White,5,4,6,4,3,9,7,11
Division III,Women's Bowling,Student-Athlete,Female-Black,5,3,8,7,7,4,7,7
Division III,Women's Bowling,Student-Athlete,Female-Other,2,1,9,7,6,4,7,12
Division III,Women's Bowling,Student-Athlete,Female-White,69,66,90,79,80,93,115,137
Division III,Women's Cross Country,Assistant Coach,Female-Black,10,6,9,16,10,14,22,15
Division III,Women's Cross Country,Assistant Coach,Female-Other,7,9,7,15,13,9,15,18
Division III,Women's Cross Country,Assistant Coach,Female-White,148,175,190,199,194,205,205,187
Division III,Women's Cross Country,Assistant Coach,Male-Black,31,28,29,28,25,24,33,33
Division III,Women's Cross Country,Assistant Coach,Male-Other,16,17,21,21,13,17,17,14
Division III,Women's Cross Country,Assistant Coach,Male-White,244,262,269,276,279,295,278,289
Division III,Women's Cross Country,Head Coach,Female-Black,4,4,2,3,4,5,4,6
Division III,Women's Cross Country,Head Coach,Female-Other,4,5,8,6,2,4,5,6
Division III,Women's Cross Country,Head Coach,Female-White,73,76,80,79,79,85,74,80
Division III,Women's Cross Country,Head Coach,Male-Black,23,20,24,29,28,29,27,25
Division III,Women's Cross Country,Head Coach,Male-Other,12,15,17,13,12,13,13,11
Division III,Women's Cross Country,Head Coach,Male-White,288,286,283,285,289,282,297,299
Division III,Women's Cross Country,Student-Athlete,Female-Black,246,216,211,244,265,259,272,297
Division III,Women's Cross Country,Student-Athlete,Female-Other,661,806,871,893,849,854,931,907
Division III,Women's Cross Country,Student-Athlete,Female-White,4945,4984,4996,5012,4908,4838,4679,4536
Division III,Women's Cross Country,Student-Athlete,Male-Black,0,3,0,0,6,0,0,0
Division III,Women's Cross Country,Student-Athlete,Male-Other,0,0,1,0,2,1,0,0
Division III,Women's Cross Country,Student-Athlete,Male-White,0,7,0,0,1,14,0,0
Division III,Women's Rowing,Assistant Coach,Female-Black,0,1,0,0,0,0,0,2
Division III,Women's Rowing,Assistant Coach,Female-Other,1,2,3,4,1,2,3,5
Division III,Women's Rowing,Assistant Coach,Female-White,38,46,46,48,45,45,46,45
Division III,Women's Rowing,Assistant Coach,Male-Black,1,0,0,0,0,0,0,0
Division III,Women's Rowing,Assistant Coach,Male-Other,1,2,0,2,0,0,0,0
Division III,Women's Rowing,Assistant Coach,Male-White,28,23,26,27,31,24,18,25
Division III,Women's Rowing,Head Coach,Female-Other,1,1,4,1,1,1,1,1
Division III,Women's Rowing,Head Coach,Female-White,15,15,11,16,18,19,16,20
Division III,Women's Rowing,Head Coach,Male-Other,1,1,1,1,0,0,0,0
Division III,Women's Rowing,Head Coach,Male-White,26,27,26,25,24,23,26,25
Division III,Women's Rowing,Student-Athlete,Female-Black,33,22,28,36,28,35,34,24
Division III,Women's Rowing,Student-Athlete,Female-Other,336,401,396,359,386,331,281,248
Division III,Women's Rowing,Student-Athlete,Female-White,1051,1009,974,977,1011,1066,1010,1095
Division III,Women's Rowing,Student-Athlete,Male-Other,2,0,0,0,2,0,0,0
Division III,Women's Rowing,Student-Athlete,Male-White,0,0,0,22,15,0,0,0
Division III,Women's Equestrian,Assistant Coach,Female-White,22,20,21,16,14,14,16,22
Division III,Women's Equestrian,Assistant Coach,Male-White,1,1,3,2,2,2,0,0
Division III,Women's Equestrian,Head Coach,Female-Other,0,0,0,1,0,0,0,0
Division III,Women's Equestrian,Head Coach,Female-White,20,23,22,21,19,20,19,24
Division III,Women's Equestrian,Head Coach,Male-White,4,5,5,4,5,4,6,4
Division III,Women's Equestrian,Student-Athlete,Female-Black,5,8,4,4,10,3,4,6
Division III,Women's Equestrian,Student-Athlete,Female-Other,34,52,43,49,51,76,69,69
Division III,Women's Equestrian,Student-Athlete,Female-White,503,625,622,561,493,451,498,517
Division III,Women's Equestrian,Student-Athlete,Male-Black,2,1,2,2,0,0,0,1
Division III,Women's Equestrian,Student-Athlete,Male-Other,1,4,2,3,2,2,1,5
Division III,Women's Equestrian,Student-Athlete,Male-White,13,17,19,16,13,13,14,12
Division III,Women's Fencing,Assistant Coach,Female-Black,2,2,2,2,2,2,3,2
Division III,Women's Fencing,Assistant Coach,Female-Other,2,3,2,5,6,5,6,8
Division III,Women's Fencing,Assistant Coach,Female-White,6,10,7,5,2,7,6,10
Division III,Women's Fencing,Assistant Coach,Male-Black,2,2,1,0,0,0,0,0
Division III,Women's Fencing,Assistant Coach,Male-Other,3,5,8,10,9,11,14,7
Division III,Women's Fencing,Assistant Coach,Male-White,16,20,16,23,25,23,28,35
Division III,Women's Fencing,Head Coach,Female-White,4,4,4,4,4,4,4,5
Division III,Women's Fencing,Head Coach,Male-Black,0,1,1,1,2,2,1,1
Division III,Women's Fencing,Head Coach,Male-Other,2,1,2,3,1,1,1,1
Division III,Women's Fencing,Head Coach,Male-White,9,9,8,7,8,8,9,8
Division III,Women's Fencing,Student-Athlete,Female-Black,12,9,12,10,11,9,9,10
Division III,Women's Fencing,Student-Athlete,Female-Other,83,94,93,99,117,96,110,125
Division III,Women's Fencing,Student-Athlete,Female-White,133,131,132,122,136,132,110,101
Division III,Women's Field Hockey,Assistant Coach,Female-Black,3,3,5,2,1,2,3,5
Division III,Women's Field Hockey,Assistant Coach,Female-Other,8,13,11,13,4,7,8,5
Division III,Women's Field Hockey,Assistant Coach,Female-White,230,235,244,257,280,274,272,294
Division III,Women's Field Hockey,Assistant Coach,Male-Black,2,2,2,1,0,1,1,2
Division III,Women's Field Hockey,Assistant Coach,Male-Other,6,3,3,3,2,2,1,2
Division III,Women's Field Hockey,Assistant Coach,Male-White,19,11,11,12,17,14,22,19
Division III,Women's Field Hockey,Head Coach,Female-Black,0,0,0,0,1,1,1,2
Division III,Women's Field Hockey,Head Coach,Female-Other,4,3,2,5,4,6,4,4
Division III,Women's Field Hockey,Head Coach,Female-White,152,150,152,151,154,151,152,151
Division III,Women's Field Hockey,Head Coach,Male-Black,1,1,2,2,1,1,1,1
Division III,Women's Field Hockey,Head Coach,Male-Other,0,0,1,0,1,1,1,1
Division III,Women's Field Hockey,Head Coach,Male-White,3,6,4,5,4,5,6,7
Division III,Women's Field Hockey,Student-Athlete,Female-Black,51,40,56,61,69,71,73,85
Division III,Women's Field Hockey,Student-Athlete,Female-Other,256,316,306,321,302,326,344,381
Division III,Women's Field Hockey,Student-Athlete,Female-White,3051,3033,3052,3047,3108,3072,3076,3039
Division III,Women's Golf,Assistant Coach,Female-Black,0,1,0,0,0,0,2,1
Division III,Women's Golf,Assistant Coach,Female-Other,1,4,2,4,5,4,4,9
Division III,Women's Golf,Assistant Coach,Female-White,30,41,43,49,48,54,65,63
Division III,Women's Golf,Assistant Coach,Male-Black,0,0,1,0,0,0,0,1
Division III,Women's Golf,Assistant Coach,Male-Other,0,6,3,4,7,6,4,4
Division III,Women's Golf,Assistant Coach,Male-White,61,68,72,70,71,80,90,99
Division III,Women's Golf,Head Coach,Female-Black,0,0,0,0,0,0,1,0
Division III,Women's Golf,Head Coach,Female-Other,0,1,0,0,0,0,0,2
Division III,Women's Golf,Head Coach,Female-White,51,45,47,39,48,51,48,56
Division III,Women's Golf,Head Coach,Male-Black,4,3,3,5,3,4,3,3
Division III,Women's Golf,Head Coach,Male-Other,5,5,6,5,5,6,7,7
Division III,Women's Golf,Head Coach,Male-White,112,127,128,146,147,155,168,168
Division III,Women's Golf,Student-Athlete,Female-Black,13,20,21,22,18,18,28,33
Division III,Women's Golf,Student-Athlete,Female-Other,127,178,212,230,238,272,290,330
Division III,Women's Golf,Student-Athlete,Female-White,1141,1122,1176,1252,1289,1327,1319,1317
Division III,Women's Golf,Student-Athlete,Male-Other,0,1,0,0,0,0,0,0
Division III,Women's Gymnastics,Assistant Coach,Female-Black,0,0,0,0,0,1,0,1
Division III,Women's Gymnastics,Assistant Coach,Female-Other,1,0,0,1,0,1,0,1
Division III,Women's Gymnastics,Assistant Coach,Female-White,21,20,22,21,24,18,18,19
Division III,Women's Gymnastics,Assistant Coach,Male-Black,3,2,1,1,1,1,2,0
Division III,Women's Gymnastics,Assistant Coach,Male-Other,0,1,0,0,0,0,1,1
Division III,Women's Gymnastics,Assistant Coach,Male-White,9,8,4,11,9,8,10,10
Division III,Women's Gymnastics,Head Coach,Female-Other,0,0,0,0,0,0,0,1
Division III,Women's Gymnastics,Head Coach,Female-White,8,8,6,8,8,8,8,10
Division III,Women's Gymnastics,Head Coach,Male-White,6,6,7,6,6,6,6,3
Division III,Women's Gymnastics,Student-Athlete,Female-Black,2,4,6,14,17,15,17,16
Division III,Women's Gymnastics,Student-Athlete,Female-Other,46,48,62,44,40,31,24,41
Division III,Women's Gymnastics,Student-Athlete,Female-White,193,194,187,217,236,236,227,207
Division III,Women's Ice Hockey,Assistant Coach,Female-Other,2,1,1,1,3,0,3,5
Division III,Women's Ice Hockey,Assistant Coach,Female-White,50,45,51,53,60,69,74,77
Division III,Women's Ice Hockey,Assistant Coach,Male-Black,3,0,0,0,0,0,0,0
Division III,Women's Ice Hockey,Assistant Coach,Male-Other,2,2,1,0,1,0,0,2
Division III,Women's Ice Hockey,Assistant Coach,Male-White,37,42,43,44,50,53,48,42
Division III,Women's Ice Hockey,Head Coach,Female-Other,2,1,1,1,1,0,0,0
Division III,Women's Ice Hockey,Head Coach,Female-White,15,21,23,24,27,27,29,29
Division III,Women's Ice Hockey,Head Coach,Male-Black,0,1,0,0,0,0,0,0
Division III,Women's Ice Hockey,Head Coach,Male-Other,2,2,1,2,2,1,0,1
Division III,Women's Ice Hockey,Head Coach,Male-White,35,31,31,29,33,36,38,41
Division III,Women's Ice Hockey,Student-Athlete,Female-Black,5,5,3,5,5,3,4,3
Division III,Women's Ice Hockey,Student-Athlete,Female-Other,244,249,250,242,213,213,200,198
Division III,Women's Ice Hockey,Student-Athlete,Female-White,1007,1003,1051,1080,1232,1288,1347,1481
Division III,Women's Ice Hockey,Student-Athlete,Male-Other,0,0,0,0,0,0,1,0
Division III,Women's Lacrosse,Assistant Coach,Female-Black,3,6,3,3,2,4,4,7
Division III,Women's Lacrosse,Assistant Coach,Female-Other,10,13,13,11,13,11,9,16
Division III,Women's Lacrosse,Assistant Coach,Female-White,257,300,331,330,336,373,366,363
Division III,Women's Lacrosse,Assistant Coach,Male-Black,4,1,1,3,2,1,3,3
Division III,Women's Lacrosse,Assistant Coach,Male-Other,1,0,1,1,1,0,2,2
Division III,Women's Lacrosse,Assistant Coach,Male-White,36,47,43,53,44,42,50,55
Division III,Women's Lacrosse,Head Coach,Female-Black,4,3,1,1,2,3,4,4
Division III,Women's Lacrosse,Head Coach,Female-Other,3,6,7,7,5,3,4,5
Division III,Women's Lacrosse,Head Coach,Female-White,176,198,213,225,231,231,235,239
Division III,Women's Lacrosse,Head Coach,Male-Black,1,1,0,1,2,2,2,1
Division III,Women's Lacrosse,Head Coach,Male-Other,2,0,0,1,1,1,1,3
Division III,Women's Lacrosse,Head Coach,Male-White,31,31,31,32,30,40,35,38
Division III,Women's Lacrosse,Student-Athlete,Female-Black,131,149,162,159,156,178,165,200
Division III,Women's Lacrosse,Student-Athlete,Female-Other,360,559,574,605,616,646,642,718
Division III,Women's Lacrosse,Student-Athlete,Female-White,3882,4239,4555,4843,4902,5010,5041,5237
Division III,Women's Lacrosse,Student-Athlete,Male-Other,0,0,1,0,0,1,0,0
Division III,Women's Lacrosse,Student-Athlete,Male-White,0,0,0,0,0,0,12,0
Division III,Women's Rifle,Assistant Coach,Female-White,1,0,0,0,0,0,0,0
Division III,Women's Rifle,Assistant Coach,Male-White,1,0,0,0,0,0,0,0
Division III,Women's Rifle,Head Coach,Male-White,2,0,0,0,0,0,0,0
Division III,Women's Rifle,Student-Athlete,Female-Other,2,0,0,0,0,0,0,0
Division III,Women's Rifle,Student-Athlete,Female-White,6,0,0,0,0,0,0,0
Division III,Women's Rugby,Assistant Coach,Female-White,2,1,0,0,1,1,1,3
Division III,Women's Rugby,Assistant Coach,Male-Other,0,0,0,0,0,0,1,0
Division III,Women's Rugby,Assistant Coach,Male-White,1,1,1,2,0,2,2,3
Division III,Women's Rugby,Head Coach,Female-White,1,1,1,1,1,2,2,2
Division III,Women's Rugby,Head Coach,Male-White,1,1,1,1,1,2,2,3
Division III,Women's Rugby,Student-Athlete,Female-Black,6,9,2,5,1,5,9,14
Division III,Women's Rugby,Student-Athlete,Female-Other,21,31,31,23,25,27,36,27
Division III,Women's Rugby,Student-Athlete,Female-White,50,44,41,56,46,102,84,110
Division III,Women's Softball,Assistant Coach,Female-Black,10,7,8,9,9,11,15,15
Division III,Women's Softball,Assistant Coach,Female-Other,23,34,29,33,40,31,43,35
Division III,Women's Softball,Assistant Coach,Female-White,486,529,560,566,569,576,588,577
Division III,Women's Softball,Assistant Coach,Male-Black,8,8,6,6,8,8,6,4
Division III,Women's Softball,Assistant Coach,Male-Other,9,8,8,8,14,13,15,15
Division III,Women's Softball,Assistant Coach,Male-White,286,289,272,256,266,247,262,267
Division III,Women's Softball,Head Coach,Female-Black,5,3,2,3,3,4,4,4
Division III,Women's Softball,Head Coach,Female-Other,13,13,11,10,9,7,13,12
Division III,Women's Softball,Head Coach,Female-White,240,238,248,258,250,260,257,252
Division III,Women's Softball,Head Coach,Male-Black,3,3,4,4,4,3,3,3
Division III,Women's Softball,Head Coach,Male-Other,3,4,4,3,3,4,4,4
Division III,Women's Softball,Head Coach,Male-White,139,145,139,131,141,135,132,138
